"NOME_PROFISSIONAL";"OCUPACAO";"ESTABELECIMENTO_CNPJ"
"FLAVIA TANAKA DE OLIVEIRA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"FRANCIANE REGINA VARGAS";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"GABRIEL REGO MONTANHA REBELLO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"GILSIMARLE ALVES DE OLIVEIRA SILVA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"GISELLE HEIMBECKER LAGES";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"GUILHERME GAESKI PASSUELLO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"GUSTAVO TELLI DA SILVA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"GUTIERRY ALEXANDRO ALMEIDA DO NASCIMENTO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"HAROLDO RODRIGUES FERREIRA";"MEDICO PEDIATRA";"UPA CAJURU - CNPJ: 13792329000184"
"HELENA SCHETINGER AVILA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"HELOISE CHRISTINE CAVALCANTI E SILVA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"HENE MUNIR BARK";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"HENRIQUE CESAR HIGA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"HENRIQUE LUCKOW INVITTI";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"IJOANERIA MOURA CHARQUILLE";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"ISABELA OLIVEIRA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JAMAL MUNIR BARK";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JANAINA CARNEIRO BUENO BASILIO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JESSICA PRADO DA SILVA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JIRIS REZENDE ABOUREJAILE";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JOANA IAROCRINSKI BOEZE";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JOAO AUGUSTO BAHR";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JOAO GUALBERTO DE MOURA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JOSE HENRIQUE DE GOIS";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JULIANA FARINAZZO CAMPOS DE OLIVEIRA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JULIANA GONCALVES ROCHA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"JULIO CESAR BARBOSA FALCO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LEONARDO YOSHIO SATO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LETICIA MARIA SCHMITT MOREIRA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LIE MARA HIRATA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LIGIA LEITE SANDRINI";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LIVIA SISSI GONCALVES SOUZA PIECHNIK";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LOURIMAR DE MOURA MOREIRA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LUCIANE BONOTO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LUCIANO DANIEL";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LUIS ANTONIO ANDREASSA JUNIOR";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"LUIZ GUILHERME SCHNEKENBERG RIBEIRO DA FONSECA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MAGALY ANTONIETA CLAROS CANCECO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MARCELO HENRIQUE CARMEZIM GOTTSCHILD";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MARCELO MARTINS BAVIERA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MARCIO WAMBIER FIALLA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MARCO AURELIO VANZIN";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MARIA HELENA ALMEIDA SILVA FERREIRA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MARIANA DALL STELLA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MARILIA BLUM GOMES";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MARILIA VALERIO BRAGA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MATHIAS DANI SOBOTTKA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MAURO FARNOCCHIA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MAYANA MARIA DE ALMEIDA LEAL";"MEDICO PEDIATRA";"UPA CAJURU - CNPJ: 13792329000184"
"MEL LIMA SCITIMIN";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MILENA MASSUMI KOZONOE";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MOISES DO NASCIMENTO THEL";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MOZART HYCZY PELLISSARI";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"MURILO CONFORTO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"NADJA MARIA PATRICIO DE ARAUJO LEME";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"NATALI FARIAS DEZONTINI";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"NATALIA CRISTINA MARTINS DA COSTA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"NELLY MAYUMI KON";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"ODETE MARA NOVAES BUENO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"OSMAR WAMBIER NETO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"OTTO BERGOLD NETO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"PAOLA HESSE POLETTO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"PETERSON ANDERSON DE SOUZA";"MEDICO PEDIATRA";"UPA CAJURU - CNPJ: 13792329000184"
"POLIANA TURMENA BERTICELLI";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RAFAEL MENEZES DE MELO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RAFAELA DE ARAUJO MOLTENI";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RAFAELA ESPINDOLA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RAPHAEL MACHADO DE SA FERREIRA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RAQUEL RAFAELLE CALDAS BAIGORRIA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RENAN ANDRE CICATTO BENGHI";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RENATA ROBL";"MEDICO PEDIATRA";"UPA CAJURU - CNPJ: 13792329000184"
"RENIER BARRETO ARRAIS YKEDA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RICARDO JOEKEL BELEZE";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"ROBSON MATSUDA FERNANDEZ";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"RODRIGO BENVENUTTI EING";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"SHERON ZAMMAR";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"SORAYA LUCIA NERES DE SOUZA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"STHENIO SILVA OLIVEIRA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"TAYNAH BASTOS LIMA DA SILVA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"THIAGO COLLARES";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"TOMIKO SHIOKAWA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"UGO NAWA NISHIDA";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"VANESSA CRISTINE RIBEIRO FREDRICH";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"VERUSKA MOSCATTO DE BIAGI";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"VIVIEN DE PAULA";"MEDICO PEDIATRA";"UPA CAJURU - CNPJ: 13792329000184"
"WAGNER SABINO";"MEDICO CLINICO";"UPA CAJURU - CNPJ: 13792329000184"
"ALBERTO FILIPAK JUNIOR";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ALEX MARQUES BORGES SANTOS";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ALEXANDRA MORO CAPORAL";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"AMANDA DE SOUZA FELTRIM";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANA CAROLINA ALVES DOS SANTOS CHOCIAI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANA CAROLINA BUFFARA BLITZKOW";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANA CAROLINA ROMANINI TRAUTWEIN";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANA PAULA ARGENTA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANA PAULA HIGA OGAWA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANA PAULA SANTOS SILVA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANDERSON DE REZENDE";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANDRE GUILHERME MICKO MARUSSIG";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ANDRE LUIS RIBAS DE ABREU";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ARION CECCON";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"BERNARDHO ANTHONIO LOPES PAGGI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"BRUNA BOZELLI LEOPOLDINO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"CARLA FABIANE DA COSTA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"CARLOS ALMIR RAMOS";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"CARMELA REGINA CABRAL BROCHER";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"CAROLINE CAVALCANTI GONCALVES E SILVA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"CELIO GUSTAVO MACHADO LUCIANO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"CHARLES JOJI FUKUDA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"CHARYSE ALICE MATTUELLA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"DEBORAH NEGRAO GONCALO DIAS";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"DHIOGO CEZAR CORREA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"DIOGO RODRIGO DA SILVA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"DIRLENE TAYSA BERRI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"EDER ROBERTO DE LIMA SANCHES";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ELIZA MENDES DE ARAUJO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ELIZABETH FERNANDES SIQUEIRA";"MEDICO PEDIATRA";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ERONDINA APARECIDA DOS SANTOS";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"FABIANE DEMCZYSZYN CAVICHIOLO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"FERNANDA FERREIRA CUNHA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"FERNANDA IZABELLE MASCHIO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"FERNANDO DA CUNHA ZILLO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"FRANCIELLE JORGE ZUCOLOTO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"FRANCISCO JOSE GOMES DE CASTRO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"FRANCYELLE YAGUISHITA";"MEDICO RESIDENTE";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"GIOVANNI MORENO JARDIM";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"GUILHERME AUGUSTO ROLIM DE MOURA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"GUILHERME WERLE RIBEIRO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"GUSTAVO CESTARI RAVEDUTTI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"GUSTAVO D ANDREA VARGAS";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"HEIDY LINGNER HENNING";"MEDICO PEDIATRA";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"HELMA MARIA JOST LETTI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"HENDRICK EMMANUEL VIEIRA DE SOUSA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"HENRIQUE SERRA CHIBIAQUE";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ILVIA JUSTEN TRISTAO";"MEDICO PEDIATRA";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"IVANA DE OLIVEIRA GUS";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"JANAINA DE ALMEIDA FURLAN";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"JARBAS JOSE AVILA JUNIOR";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"JESSYCA LUANA ALVES KOSLYK";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"JOANA IAROCRINSKI BOEZE";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"JOAQUIM APARECIDO DA MOTA SILVA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"JONATHAN GERONASSO SIMOES";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"JULIANE MASSUE TAKAYAMA URAKAWA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"KATHERINE SANZOVO PIVATTO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"KEITY DANIELA OLIVEIRA ARIAS";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LAIS FERNANDA BOZZA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LARISSA MONTANHEIRO DOS REIS";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LARISSA PERIOTTO BORLINA BELTRAMI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LILIAN FACIOLLI DESAN";"MEDICO PEDIATRA";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LINCOLN FERREIRA CORREA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LUIS CARLOS GUIDELLI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LUIZ FELIPE HOFSTAETTER DA SILVA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LUIZA EASTWOOD ROMAGNOLLI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"LUIZA HELENA SBALQUEIRO LOPES";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MARCIA TOKUNAGA DE ALCANTARA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MARCIO TABIM LETTI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MARCOS RUDSON BEZERRA ARAUJO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MARCUS BIZINELLI GUBERT";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MARIA AUGUSTA ORTIZ LACERDA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MARIANA RIBAS ZAHDI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MARINA SILVEIRA ESTRELA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MARJORIE DANIELLE VALDERRAMA PADILHA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MILENI FURLANETO CELINSKI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MIRELLA PESSINE";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MIRIAM YABUMOTO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"MURILO MARACCINI HOFFMANN";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"PETER ALEXANDER VON HARBACH FERENCZY";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"PETERSON ANDERSON DE SOUZA";"MEDICO PEDIATRA";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"PRISCILA KOBAYASHI BONATTO JARDIM";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"RAFAEL CAVALHEIRO CAVALLI";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"RAPHAEL GIUSEPPE BAGGIO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"RAPHAEL HENRIQUE DEA CIRINO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"RENATA GIOVANNETTI COSTA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ROGERIO SANCHES GARCIA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"RONNIE BARRETO ARRAIS YKEDA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"SABRINA LETICIA ZEGLIN NICOLAU";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"SILVIA YABUMOTO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"TAIANE BELINATI LOUREIRO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"TANA MARA CASEMIRO BELINATI LOUREIRO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"TATIANE CORREA DA SILVA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"THAIS TSING CHUNG";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"THIAGO TEIXEIRA SILVA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"VALERIA PATRICIA VIEIRA DE SOUSA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"VANESSA SOARES DO NASCIMENTO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"VARLEI ANTONIO SERRATTO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"VERONICA CHRISTINE DE PAIVA SILVA";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"VINICIUS BOCCHINO SELEME";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"WILLIAM QUINTO MALDONADO";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"YASMIN JORGEANA DE ALMEIDA ANDRADE";"MEDICO CLINICO";"UPA CAMPO COMPRIDO - CNPJ: 13792329000184"
"ALBERTO FILIPAK JUNIOR";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ALEXANDRE GADELHA FERNANDES";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ANA PAULA SANTOS SILVA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ANDERSON JOSE ARGEMIRO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ANDRE GUILHERME MICKO MARUSSIG";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ANDREA HARTMANN HINOJOSA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ANDREA LUCIA GRAZIOLI VALERIO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ANIELO ANDRAUS DUMONT PRADO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ANTONIO ESTORILIO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ARIANE SAYURI TAMURA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"BERNARDHO ANTHONIO LOPES PAGGI";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"BRUNNO FERNANDO LASCOSK BISCAIA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"CAMILA SANTOS OSIOWY";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"CARINA AZEVEDO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"CARMELA REGINA CABRAL BROCHER";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"CAROLINE PALUDO CALIXTO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"CAROLINE PORCIUNCULA RAMOS DE OLIVEIRA GABARDO";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"CHIU YUN YU BRAGA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"CINTHIA MITSUE TSUMANUMA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"CRISTINE SECCO ROSARIO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"DAYANE PATRICIA DE MOURA TORRES";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"DHIOGO CEZAR CORREA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"DIEGO LEIZ DESTRO DA SILVA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"EDER ROBERTO DE LIMA SANCHES";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"EDIMARA JEANNI SILVA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"EDSON DOMINGOS PERUSSO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ELEOLINA LARA KALED NETA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ELISANDRE CAROLINE DOS SANTOS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"ERICA HILGEMBERG";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"EWELLYN ROBERTA DAURIA ODIOCHE";"MEDICO PEDIATRA";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"FABIANA BARBOSA FERREIRA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"FABIO DICARLO ROSA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"FERNANDA KEIKO TSUMANUMA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"FERNANDA MARTIN FABRI";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"FERNANDA REIS GOMES";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"FRANCINE TEIXEIRA";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"FRANCISCO JOSE GOMES DE CASTRO";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"FREDDY LUIS VENTURA TORREZ";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
"GABRIEL ESMANHOTTO RIBAS";"MEDICO CLINICO";"UPA CIDADE INDUSTRIAL - CNPJ: 13792329000184"
